drg,drgnum,drgweight,drgdesc,drgsys,drgvers,glos,trim,low,alos,postacute,specialpay,mdc,medsurg,fydate,fyear,mdcdesc
277,277,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
278,278,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
279,279,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
280,280,1.7999,"280: ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",MS-DRG,30,4.900000095,0,,6.300000191,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
281,281,1.0961,"281: ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",MS-DRG,30,3.200000048,0,,4,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
282,282,0.7736,"282: ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",MS-DRG,30,2.099999905,0,,2.599999905,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
283,283,1.7539,"283: ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",MS-DRG,30,3.200000048,0,,5.099999905,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
284,284,0.8042,"284: ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",MS-DRG,30,1.899999976,0,,2.599999905,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
285,285,0.5353,"285: ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC",MS-DRG,30,1.399999976,0,,1.700000048,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
286,286,2.0617,"286: CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",MS-DRG,30,4.900000095,0,,6.599999905,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
287,287,1.0709,"287: CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",MS-DRG,30,2.400000095,0,,3.099999905,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
288,288,2.8229,288: ACUTE & SUBACUTE ENDOCARDITIS W MCC,MS-DRG,30,7.900000095,0,,9.899999619,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
289,289,1.8145,289: ACUTE & SUBACUTE ENDOCARDITIS W CC,MS-DRG,30,5.900000095,0,,7.199999809,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
290,290,1.2092,290: ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,MS-DRG,30,4.099999905,0,,5,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
291,291,1.5174,291: HEART FAILURE & SHOCK W MCC,MS-DRG,30,4.699999809,0,,6,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
292,292,1.0034,292: HEART FAILURE & SHOCK W CC,MS-DRG,30,3.799999952,0,,4.599999905,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
293,293,0.6751,293: HEART FAILURE & SHOCK W/O CC/MCC,MS-DRG,30,2.700000048,0,,3.200000048,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
294,294,1.0229,294: DEEP VEIN THROMBOPHLEBITIS W CC/MCC,MS-DRG,30,4.199999809,0,,5.099999905,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
295,295,0.6476,295: DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,MS-DRG,30,3.5,0,,4,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
296,296,1.2878,"296: CARDIAC ARREST, UNEXPLAINED W MCC",MS-DRG,30,1.899999976,0,,2.799999952,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
297,297,0.6455,"297: CARDIAC ARREST, UNEXPLAINED W CC",MS-DRG,30,1.299999952,0,,1.5,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
298,298,0.4571,"298: CARDIAC ARREST, UNEXPLAINED W/O CC/MCC",MS-DRG,30,1.100000024,0,,1.200000048,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
299,299,1.4186,299: PERIPHERAL VASCULAR DISORDERS W MCC,MS-DRG,30,4.5,0,,5.800000191,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
300,300,0.9679,300: PERIPHERAL VASCULAR DISORDERS W CC,MS-DRG,30,3.700000048,0,,4.599999905,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
301,301,0.6679,301: PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,MS-DRG,30,2.700000048,0,,3.400000095,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
302,302,1.0142,302: ATHEROSCLEROSIS W MCC,MS-DRG,30,2.900000095,0,,3.900000095,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
303,303,0.5773,303: ATHEROSCLEROSIS W/O MCC,MS-DRG,30,1.899999976,0,,2.299999952,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
304,304,1.0503,304: HYPERTENSION W MCC,MS-DRG,30,3.400000095,0,,4.400000095,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
305,305,0.6187,305: HYPERTENSION W/O MCC,MS-DRG,30,2.099999905,0,,2.599999905,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
306,306,1.3122,306: CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,MS-DRG,30,4,0,,5.199999809,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
307,307,0.784,307: CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,MS-DRG,30,2.599999905,0,,3.299999952,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
308,308,1.2285,308: CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MS-DRG,30,3.900000095,0,,5,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
309,309,0.8098,309: CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MS-DRG,30,2.799999952,0,,3.5,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
310,310,0.5541,310: CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MS-DRG,30,2,0,,2.299999952,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
311,311,0.5207,311: ANGINA PECTORIS,MS-DRG,30,1.799999952,0,,2.200000048,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
312,312,0.7339,312: SYNCOPE & COLLAPSE,MS-DRG,30,2.400000095,0,,2.900000095,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
313,313,0.5617,313: CHEST PAIN,MS-DRG,30,1.700000048,0,,2.099999905,No,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
314,314,1.8508,314: OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,MS-DRG,30,4.900000095,0,,6.699999809,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
315,315,0.9527,315: OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,MS-DRG,30,3.099999905,0,,4,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
316,316,0.6224,316: OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,MS-DRG,30,2,0,,2.5,Yes,No,5,MED,10/1/2012,2013,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
317,317,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
318,318,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
319,319,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
320,320,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
321,321,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
322,322,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
323,323,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
324,324,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
325,325,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
326,326,5.6118,"326: STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MS-DRG,30,12,0,,15.39999962,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
327,327,2.6811,"327: STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MS-DRG,30,6.300000191,0,,8.199999809,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
328,328,1.4413,"328: STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",MS-DRG,30,2.5,0,,3.299999952,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
329,329,5.2599,329: MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MS-DRG,30,12.10000038,0,,14.89999962,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
330,330,2.5731,330: MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MS-DRG,30,7.400000095,0,,8.600000381,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
331,331,1.6361,331: MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MS-DRG,30,4.5,0,,5,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
332,332,4.6143,332: RECTAL RESECTION W MCC,MS-DRG,30,11.19999981,0,,13.39999962,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
333,333,2.4814,333: RECTAL RESECTION W CC,MS-DRG,30,6.699999809,0,,7.800000191,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
334,334,1.6181,334: RECTAL RESECTION W/O CC/MCC,MS-DRG,30,4,0,,4.599999905,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
335,335,4.3146,335: PERITONEAL ADHESIOLYSIS W MCC,MS-DRG,30,11.19999981,0,,13.39999962,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
336,336,2.3529,336: PERITONEAL ADHESIOLYSIS W CC,MS-DRG,30,7,0,,8.399999619,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
337,337,1.5538,337: PERITONEAL ADHESIOLYSIS W/O CC/MCC,MS-DRG,30,4,0,,5,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
338,338,3.2008,338: APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,MS-DRG,30,8.300000191,0,,10,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
339,339,1.8675,339: APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MS-DRG,30,5.400000095,0,,6.400000095,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
340,340,1.2024,340: APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,MS-DRG,30,3,0,,3.599999905,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
341,341,2.3116,341: APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,MS-DRG,30,4.800000191,0,,6.599999905,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
342,342,1.3516,342: APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,MS-DRG,30,2.900000095,0,,3.700000048,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
343,343,0.9547,343: APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,MS-DRG,30,1.600000024,0,,1.899999976,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
344,344,3.4094,344: MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,MS-DRG,30,9,0,,11.5,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
345,345,1.7123,345: MINOR SMALL & LARGE BOWEL PROCEDURES W CC,MS-DRG,30,5.599999905,0,,6.599999905,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
346,346,1.1608,346: MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,MS-DRG,30,3.900000095,0,,4.400000095,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
347,347,2.5169,347: ANAL & STOMAL PROCEDURES W MCC,MS-DRG,30,6.400000095,0,,8.600000381,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
348,348,1.39,348: ANAL & STOMAL PROCEDURES W CC,MS-DRG,30,4.199999809,0,,5.400000095,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
349,349,0.8343,349: ANAL & STOMAL PROCEDURES W/O CC/MCC,MS-DRG,30,2.299999952,0,,2.799999952,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
350,350,2.5082,350: INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,MS-DRG,30,5.900000095,0,,7.800000191,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
351,351,1.3755,351: INGUINAL & FEMORAL HERNIA PROCEDURES W CC,MS-DRG,30,3.400000095,0,,4.400000095,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
352,352,0.9043,352: INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,MS-DRG,30,2,0,,2.400000095,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
353,353,2.8192,353: HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,MS-DRG,30,6.300000191,0,,8.199999809,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
354,354,1.5976,354: HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,MS-DRG,30,4,0,,5,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
355,355,1.1172,355: HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,MS-DRG,30,2.400000095,0,,2.900000095,No,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
356,356,3.9463,356: OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,MS-DRG,30,8.899999619,0,,12,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
357,357,2.1747,357: OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,MS-DRG,30,5.5,0,,7.099999905,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
358,358,1.3629,358: OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,MS-DRG,30,3.099999905,0,,4,Yes,No,6,SURG,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
359,359,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
360,360,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
361,361,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
362,362,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
363,363,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
364,364,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
365,365,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
366,366,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
367,367,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
368,368,1.8327,368: MAJOR ESOPHAGEAL DISORDERS W MCC,MS-DRG,30,5.099999905,0,,6.599999905,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
369,369,1.0664,369: MAJOR ESOPHAGEAL DISORDERS W CC,MS-DRG,30,3.5,0,,4.199999809,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
370,370,0.7593,370: MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,MS-DRG,30,2.5,0,,3,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
371,371,2.02,371: MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,MS-DRG,30,6.5,0,,8.399999619,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
372,372,1.2275,372: MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,MS-DRG,30,4.900000095,0,,5.900000095,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
373,373,0.8401,373: MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,MS-DRG,30,3.599999905,0,,4.300000191,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
374,374,2.1284,374: DIGESTIVE MALIGNANCY W MCC,MS-DRG,30,6.300000191,0,,8.5,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
375,375,1.2738,375: DIGESTIVE MALIGNANCY W CC,MS-DRG,30,4.300000191,0,,5.5,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
376,376,0.8809,376: DIGESTIVE MALIGNANCY W/O CC/MCC,MS-DRG,30,2.799999952,0,,3.5,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
377,377,1.7817,377: G.I. HEMORRHAGE W MCC,MS-DRG,30,4.900000095,0,,6.300000191,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
378,378,1.0168,378: G.I. HEMORRHAGE W CC,MS-DRG,30,3.400000095,0,,4,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
379,379,0.7015,379: G.I. HEMORRHAGE W/O CC/MCC,MS-DRG,30,2.400000095,0,,2.900000095,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
380,380,1.9311,380: COMPLICATED PEPTIC ULCER W MCC,MS-DRG,30,5.599999905,0,,7.199999809,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
381,381,1.113,381: COMPLICATED PEPTIC ULCER W CC,MS-DRG,30,3.700000048,0,,4.599999905,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
382,382,0.7917,382: COMPLICATED PEPTIC ULCER W/O CC/MCC,MS-DRG,30,2.799999952,0,,3.400000095,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
383,383,1.3384,383: UNCOMPLICATED PEPTIC ULCER W MCC,MS-DRG,30,4.400000095,0,,5.599999905,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
384,384,0.8365,384: UNCOMPLICATED PEPTIC ULCER W/O MCC,MS-DRG,30,2.900000095,0,,3.5,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
385,385,1.9078,385: INFLAMMATORY BOWEL DISEASE W MCC,MS-DRG,30,6.300000191,0,,8.300000191,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
386,386,1.0505,386: INFLAMMATORY BOWEL DISEASE W CC,MS-DRG,30,4.099999905,0,,5.099999905,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
387,387,0.7878,387: INFLAMMATORY BOWEL DISEASE W/O CC/MCC,MS-DRG,30,3.099999905,0,,3.799999952,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
388,388,1.6564,388: G.I. OBSTRUCTION W MCC,MS-DRG,30,5.400000095,0,,7.099999905,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
389,389,0.9217,389: G.I. OBSTRUCTION W CC,MS-DRG,30,3.700000048,0,,4.599999905,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
390,390,0.6372,390: G.I. OBSTRUCTION W/O CC/MCC,MS-DRG,30,2.700000048,0,,3.200000048,Yes,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
391,391,1.1897,"391: ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",MS-DRG,30,3.900000095,0,,5.099999905,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
392,392,0.7375,"392: ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",MS-DRG,30,2.799999952,0,,3.400000095,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
393,393,1.6666,393: OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,MS-DRG,30,4.800000191,0,,6.599999905,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
394,394,0.9837,394: OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,MS-DRG,30,3.5,0,,4.400000095,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
395,395,0.6791,395: OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,MS-DRG,30,2.400000095,0,,3,No,No,6,MED,10/1/2012,2013,6: DISEASES & DISORDERS OF THE DIGESTIVE SYSTEM
396,396,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
397,397,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
398,398,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
399,399,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
400,400,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
401,401,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
402,402,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
403,403,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
404,404,0,,MS-DRG,30,0,0,,0,,,,,10/1/2012,2013,
405,405,5.5575,"405: PANCREAS, LIVER & SHUNT PROCEDURES W MCC",MS-DRG,30,11.30000019,0,,15.19999981,Yes,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
406,406,2.7303,"406: PANCREAS, LIVER & SHUNT PROCEDURES W CC",MS-DRG,30,6.199999809,0,,7.900000095,Yes,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
407,407,1.828,"407: PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",MS-DRG,30,4.099999905,0,,5,Yes,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
408,408,3.8375,408: BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,MS-DRG,30,10.30000019,0,,12.80000019,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
409,409,2.268,409: BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,MS-DRG,30,6.900000095,0,,8.300000191,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
410,410,1.6875,410: BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,MS-DRG,30,4.800000191,0,,5.699999809,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
411,411,3.804,411: CHOLECYSTECTOMY W C.D.E. W MCC,MS-DRG,30,9.699999809,0,,11.69999981,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
412,412,2.5989,412: CHOLECYSTECTOMY W C.D.E. W CC,MS-DRG,30,7,0,,8.199999809,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
413,413,1.8582,413: CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,MS-DRG,30,4.599999905,0,,5.300000191,No,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
414,414,3.5643,414: CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,MS-DRG,30,9,0,,10.89999962,Yes,No,7,SURG,10/1/2012,2013,7: DISEASES & DISORDERS OF THE HEPATOBILIARY SYSTEM & PANCREAS
